Date,SKU,Category,Sales,Unit_Price,Cost_Price,Selling_Price,Discount_Pct,Is_Promotion,Is_Holiday,Current_Stock,Lead_Time_Days
2025-03-01,AD-ULTRABOOST-WHT,Running,244,8999,4200,8999.0,0,0,0,185,14
2025-04-01,AD-ULTRABOOST-WHT,Running,192,8999,4200,8999.0,0,0,0,185,14
2025-05-01,AD-ULTRABOOST-WHT,Running,180,8999,4200,8999.0,0,0,0,185,14
2025-06-01,AD-ULTRABOOST-WHT,Running,194,8999,4200,8999.0,0,0,0,185,14
2025-07-01,AD-ULTRABOOST-WHT,Running,210,8999,4200,8999.0,0,0,0,185,14
2025-08-01,AD-ULTRABOOST-WHT,Running,221,8999,4200,8999.0,0,0,1,185,14
2025-09-01,AD-ULTRABOOST-WHT,Running,212,8999,4200,8999.0,0,0,0,185,14
2025-10-01,AD-ULTRABOOST-WHT,Running,214,8999,4200,8999.0,0,0,1,185,14
2025-11-01,AD-ULTRABOOST-WHT,Running,260,8999,4200,8999.0,0,0,1,185,14
2025-12-01,AD-ULTRABOOST-WHT,Running,221,8999,4200,8999.0,0,0,1,185,14
2026-01-01,AD-ULTRABOOST-WHT,Running,284,8999,4200,8099.1,10,1,1,185,14
2026-02-01,AD-ULTRABOOST-WHT,Running,243,8999,4200,8999.0,0,0,0,185,14
2026-03-01,AD-ULTRABOOST-WHT,Running,217,8999,4200,8999.0,0,0,0,185,14
2026-04-01,AD-ULTRABOOST-WHT,Running,196,8999,4200,8999.0,0,0,0,185,14
2026-05-01,AD-ULTRABOOST-WHT,Running,205,8999,4200,8999.0,0,0,0,185,14
2023-01-01,AS-GEL-KAYANO-BLU,Running,268,9499,4600,7599.2,20,1,1,160,21
2023-02-01,AS-GEL-KAYANO-BLU,Running,179,9499,4600,9499.0,0,0,0,160,21
2023-03-01,AS-GEL-KAYANO-BLU,Running,176,9499,4600,9499.0,0,0,0,160,21
2023-04-01,AS-GEL-KAYANO-BLU,Running,136,9499,4600,9499.0,0,0,0,160,21
2023-05-01,AS-GEL-KAYANO-BLU,Running,156,9499,4600,9499.0,0,0,0,160,21
2023-06-01,AS-GEL-KAYANO-BLU,Running,149,9499,4600,9499.0,0,0,0,160,21
2023-07-01,AS-GEL-KAYANO-BLU,Running,139,9499,4600,9499.0,0,0,0,160,21
2023-08-01,AS-GEL-KAYANO-BLU,Running,184,9499,4600,9499.0,0,0,1,160,21
2023-09-01,AS-GEL-KAYANO-BLU,Running,149,9499,4600,9499.0,0,0,0,160,21
2023-10-01,AS-GEL-KAYANO-BLU,Running,217,9499,4600,9499.0,0,0,1,160,21
2023-11-01,AS-GEL-KAYANO-BLU,Running,235,9499,4600,7599.2,20,1,1,160,21
2023-12-01,AS-GEL-KAYANO-BLU,Running,172,9499,4600,9499.0,0,0,1,160,21
2024-01-01,AS-GEL-KAYANO-BLU,Running,256,9499,4600,7599.2,20,1,1,160,21
2024-02-01,AS-GEL-KAYANO-BLU,Running,179,9499,4600,9499.0,0,0,0,160,21
2024-03-01,AS-GEL-KAYANO-BLU,Running,203,9499,4600,9499.0,0,0,0,160,21
2024-04-01,AS-GEL-KAYANO-BLU,Running,158,9499,4600,9499.0,0,0,0,160,21
2024-05-01,AS-GEL-KAYANO-BLU,Running,156,9499,4600,9499.0,0,0,0,160,21
2024-06-01,AS-GEL-KAYANO-BLU,Running,154,9499,4600,9499.0,0,0,0,160,21
2024-07-01,AS-GEL-KAYANO-BLU,Running,140,9499,4600,9499.0,0,0,0,160,21
2024-08-01,AS-GEL-KAYANO-BLU,Running,184,9499,4600,9499.0,0,0,1,160,21
2024-09-01,AS-GEL-KAYANO-BLU,Running,156,9499,4600,9499.0,0,0,0,160,21
2024-10-01,AS-GEL-KAYANO-BLU,Running,206,9499,4600,9499.0,0,0,1,160,21
2024-11-01,AS-GEL-KAYANO-BLU,Running,254,9499,4600,7599.2,20,1,1,160,21
2024-12-01,AS-GEL-KAYANO-BLU,Running,193,9499,4600,9499.0,0,0,1,160,21
2025-01-01,AS-GEL-KAYANO-BLU,Running,298,9499,4600,7599.2,20,1,1,160,21
2025-02-01,AS-GEL-KAYANO-BLU,Running,212,9499,4600,9499.0,0,0,0,160,21
2025-03-01,AS-GEL-KAYANO-BLU,Running,214,9499,4600,9499.0,0,0,0,160,21
2025-04-01,AS-GEL-KAYANO-BLU,Running,166,9499,4600,9499.0,0,0,0,160,21
2025-05-01,AS-GEL-KAYANO-BLU,Running,143,9499,4600,9499.0,0,0,0,160,21
2025-06-01,AS-GEL-KAYANO-BLU,Running,169,9499,4600,9499.0,0,0,0,160,21
2025-07-01,AS-GEL-KAYANO-BLU,Running,171,9499,4600,9499.0,0,0,0,160,21
2025-08-01,AS-GEL-KAYANO-BLU,Running,233,9499,4600,9499.0,0,0,1,160,21
2025-09-01,AS-GEL-KAYANO-BLU,Running,169,9499,4600,9499.0,0,0,0,160,21
2025-10-01,AS-GEL-KAYANO-BLU,Running,232,9499,4600,9499.0,0,0,1,160,21
2025-11-01,AS-GEL-KAYANO-BLU,Running,268,9499,4600,7599.2,20,1,1,160,21
2025-12-01,AS-GEL-KAYANO-BLU,Running,185,9499,4600,9499.0,0,0,1,160,21
2026-01-01,AS-GEL-KAYANO-BLU,Running,300,9499,4600,7599.2,20,1,1,160,21
2026-02-01,AS-GEL-KAYANO-BLU,Running,232,9499,4600,9499.0,0,0,0,160,21
2026-03-01,AS-GEL-KAYANO-BLU,Running,233,9499,4600,9499.0,0,0,0,160,21
2026-04-01,AS-GEL-KAYANO-BLU,Running,167,9499,4600,9499.0,0,0,0,160,21
2026-05-01,AS-GEL-KAYANO-BLU,Running,198,9499,4600,9499.0,0,0,0,160,21
2023-01-01,NB-FRESH-GRY,Running,172,6999,3200,6999.0,0,0,1,95,14
2023-02-01,NB-FRESH-GRY,Running,174,6999,3200,6999.0,0,0,0,95,14
2023-03-01,NB-FRESH-GRY,Running,195,6999,3200,6999.0,0,0,0,95,14
2023-04-01,NB-FRESH-GRY,Running,110,6999,3200,6999.0,0,0,0,95,14
2023-05-01,NB-FRESH-GRY,Running,117,6999,3200,6999.0,0,0,0,95,14
2023-06-01,NB-FRESH-GRY,Running,151,6999,3200,5949.15,15,1,0,95,14
2023-07-01,NB-FRESH-GRY,Running,119,6999,3200,6999.0,0,0,0,95,14
2023-08-01,NB-FRESH-GRY,Running,137,6999,3200,6999.0,0,0,1,95,14
2023-09-01,NB-FRESH-GRY,Running,129,6999,3200,6999.0,0,0,0,95,14
2023-10-01,NB-FRESH-GRY,Running,170,6999,3200,6999.0,0,0,1,95,14
2023-11-01,NB-FRESH-GRY,Running,191,6999,3200,6999.0,0,0,1,95,14
2023-12-01,NB-FRESH-GRY,Running,144,6999,3200,6999.0,0,0,1,95,14
2024-01-01,NB-FRESH-GRY,Running,222,6999,3200,6999.0,0,0,1,95,14
2024-02-01,NB-FRESH-GRY,Running,168,6999,3200,6999.0,0,0,0,95,14
2024-03-01,NB-FRESH-GRY,Running,175,6999,3200,6999.0,0,0,0,95,14
2024-04-01,NB-FRESH-GRY,Running,146,6999,3200,6999.0,0,0,0,95,14
2024-05-01,NB-FRESH-GRY,Running,120,6999,3200,6999.0,0,0,0,95,14
2024-06-01,NB-FRESH-GRY,Running,165,6999,3200,5949.15,15,1,0,95,14
2024-07-01,NB-FRESH-GRY,Running,155,6999,3200,6999.0,0,0,0,95,14
2024-08-01,NB-FRESH-GRY,Running,148,6999,3200,6999.0,0,0,1,95,14
2024-09-01,NB-FRESH-GRY,Running,142,6999,3200,6999.0,0,0,0,95,14
2024-10-01,NB-FRESH-GRY,Running,199,6999,3200,6999.0,0,0,1,95,14
2024-11-01,NB-FRESH-GRY,Running,207,6999,3200,6999.0,0,0,1,95,14
2024-12-01,NB-FRESH-GRY,Running,152,6999,3200,6999.0,0,0,1,95,14
2025-01-01,NB-FRESH-GRY,Running,197,6999,3200,6999.0,0,0,1,95,14
2025-02-01,NB-FRESH-GRY,Running,197,6999,3200,6999.0,0,0,0,95,14
2025-03-01,NB-FRESH-GRY,Running,195,6999,3200,6999.0,0,0,0,95,14
2025-04-01,NB-FRESH-GRY,Running,150,6999,3200,6999.0,0,0,0,95,14
2025-05-01,NB-FRESH-GRY,Running,153,6999,3200,6999.0,0,0,0,95,14
2025-06-01,NB-FRESH-GRY,Running,165,6999,3200,5949.15,15,1,0,95,14
2025-07-01,NB-FRESH-GRY,Running,153,6999,3200,6999.0,0,0,0,95,14
2025-08-01,NB-FRESH-GRY,Running,185,6999,3200,6999.0,0,0,1,95,14
2025-09-01,NB-FRESH-GRY,Running,143,6999,3200,6999.0,0,0,0,95,14
2025-10-01,NB-FRESH-GRY,Running,232,6999,3200,6999.0,0,0,1,95,14
2025-11-01,NB-FRESH-GRY,Running,215,6999,3200,6999.0,0,0,1,95,14
2025-12-01,NB-FRESH-GRY,Running,165,6999,3200,6999.0,0,0,1,95,14
2026-01-01,NB-FRESH-GRY,Running,235,6999,3200,6999.0,0,0,1,95,14
2026-02-01,NB-FRESH-GRY,Running,189,6999,3200,6999.0,0,0,0,95,14
2026-03-01,NB-FRESH-GRY,Running,213,6999,3200,6999.0,0,0,0,95,14
2026-04-01,NB-FRESH-GRY,Running,174,6999,3200,6999.0,0,0,0,95,14
2026-05-01,NB-FRESH-GRY,Running,149,6999,3200,6999.0,0,0,0,95,14
2023-01-01,NK-AIRFORCE-WHT,Sneakers,248,6999,3000,6999.0,0,0,1,310,10
2023-02-01,NK-AIRFORCE-WHT,Sneakers,216,6999,3000,6999.0,0,0,0,310,10
2023-03-01,NK-AIRFORCE-WHT,Sneakers,223,6999,3000,6999.0,0,0,0,310,10
2023-04-01,NK-AIRFORCE-WHT,Sneakers,238,6999,3000,6999.0,0,0,0,310,10
2023-05-01,NK-AIRFORCE-WHT,Sneakers,256,6999,3000,6999.0,0,0,0,310,10
2023-06-01,NK-AIRFORCE-WHT,Sneakers,250,6999,3000,6999.0,0,0,0,310,10
2023-07-01,NK-AIRFORCE-WHT,Sneakers,249,6999,3000,6999.0,0,0,0,310,10
2023-08-01,NK-AIRFORCE-WHT,Sneakers,281,6999,3000,6999.0,0,0,1,310,10
2023-09-01,NK-AIRFORCE-WHT,Sneakers,217,6999,3000,6999.0,0,0,0,310,10
2023-10-01,NK-AIRFORCE-WHT,Sneakers,337,6999,3000,5599.2,20,1,1,310,10
2023-11-01,NK-AIRFORCE-WHT,Sneakers,338,6999,3000,5599.2,20,1,1,310,10
2023-12-01,NK-AIRFORCE-WHT,Sneakers,257,6999,3000,6999.0,0,0,1,310,10
2024-01-01,NK-AIRFORCE-WHT,Sneakers,247,6999,3000,6999.0,0,0,1,310,10
2024-02-01,NK-AIRFORCE-WHT,Sneakers,242,6999,3000,6999.0,0,0,0,310,10
2024-03-01,NK-AIRFORCE-WHT,Sneakers,221,6999,3000,6999.0,0,0,0,310,10
2024-04-01,NK-AIRFORCE-WHT,Sneakers,260,6999,3000,6999.0,0,0,0,310,10
2024-05-01,NK-AIRFORCE-WHT,Sneakers,279,6999,3000,6999.0,0,0,0,310,10
2024-06-01,NK-AIRFORCE-WHT,Sneakers,261,6999,3000,6999.0,0,0,0,310,10
2024-07-01,NK-AIRFORCE-WHT,Sneakers,259,6999,3000,6999.0,0,0,0,310,10
2024-08-01,NK-AIRFORCE-WHT,Sneakers,310,6999,3000,6999.0,0,0,1,310,10
2024-09-01,NK-AIRFORCE-WHT,Sneakers,227,6999,3000,6999.0,0,0,0,310,10
2024-10-01,NK-AIRFORCE-WHT,Sneakers,354,6999,3000,5599.2,20,1,1,310,10
2024-11-01,NK-AIRFORCE-WHT,Sneakers,352,6999,3000,5599.2,20,1,1,310,10
2024-12-01,NK-AIRFORCE-WHT,Sneakers,257,6999,3000,6999.0,0,0,1,310,10
2025-01-01,NK-AIRFORCE-WHT,Sneakers,248,6999,3000,6999.0,0,0,1,310,10
2025-02-01,NK-AIRFORCE-WHT,Sneakers,215,6999,3000,6999.0,0,0,0,310,10
2025-03-01,NK-AIRFORCE-WHT,Sneakers,230,6999,3000,6999.0,0,0,0,310,10
2025-04-01,NK-AIRFORCE-WHT,Sneakers,248,6999,3000,6999.0,0,0,0,310,10
2025-05-01,NK-AIRFORCE-WHT,Sneakers,286,6999,3000,6999.0,0,0,0,310,10
2025-06-01,NK-AIRFORCE-WHT,Sneakers,268,6999,3000,6999.0,0,0,0,310,10
2025-07-01,NK-AIRFORCE-WHT,Sneakers,287,6999,3000,6999.0,0,0,0,310,10
2025-08-01,NK-AIRFORCE-WHT,Sneakers,321,6999,3000,6999.0,0,0,1,310,10
2025-09-01,NK-AIRFORCE-WHT,Sneakers,231,6999,3000,6999.0,0,0,0,310,10
2025-10-01,NK-AIRFORCE-WHT,Sneakers,359,6999,3000,5599.2,20,1,1,310,10
2025-11-01,NK-AIRFORCE-WHT,Sneakers,359,6999,3000,5599.2,20,1,1,310,10
2025-12-01,NK-AIRFORCE-WHT,Sneakers,255,6999,3000,6999.0,0,0,1,310,10
2026-01-01,NK-AIRFORCE-WHT,Sneakers,276,6999,3000,6999.0,0,0,1,310,10
2026-02-01,NK-AIRFORCE-WHT,Sneakers,254,6999,3000,6999.0,0,0,0,310,10
2026-03-01,NK-AIRFORCE-WHT,Sneakers,262,6999,3000,6999.0,0,0,0,310,10
2026-04-01,NK-AIRFORCE-WHT,Sneakers,263,6999,3000,6999.0,0,0,0,310,10
2026-05-01,NK-AIRFORCE-WHT,Sneakers,277,6999,3000,6999.0,0,0,0,310,10
2023-01-01,AD-STAN-SMITH-WHT,Sneakers,203,5999,2600,5999.0,0,0,1,175,10
2023-02-01,AD-STAN-SMITH-WHT,Sneakers,198,5999,2600,5999.0,0,0,0,175,10
2023-03-01,AD-STAN-SMITH-WHT,Sneakers,199,5999,2600,5999.0,0,0,0,175,10
2023-04-01,AD-STAN-SMITH-WHT,Sneakers,200,5999,2600,5999.0,0,0,0,175,10
2023-05-01,AD-STAN-SMITH-WHT,Sneakers,289,5999,2600,5999.0,0,0,0,175,10
2023-06-01,AD-STAN-SMITH-WHT,Sneakers,247,5999,2600,5999.0,0,0,0,175,10
2023-07-01,AD-STAN-SMITH-WHT,Sneakers,256,5999,2600,5999.0,0,0,0,175,10
2023-08-01,AD-STAN-SMITH-WHT,Sneakers,239,5999,2600,5999.0,0,0,1,175,10
2023-09-01,AD-STAN-SMITH-WHT,Sneakers,206,5999,2600,5999.0,0,0,0,175,10
2023-10-01,AD-STAN-SMITH-WHT,Sneakers,290,5999,2600,5099.15,15,1,1,175,10
2023-11-01,AD-STAN-SMITH-WHT,Sneakers,305,5999,2600,5099.15,15,1,1,175,10
2023-12-01,AD-STAN-SMITH-WHT,Sneakers,216,5999,2600,5999.0,0,0,1,175,10
2024-01-01,AD-STAN-SMITH-WHT,Sneakers,224,5999,2600,5999.0,0,0,1,175,10
2024-02-01,AD-STAN-SMITH-WHT,Sneakers,197,5999,2600,5999.0,0,0,0,175,10
2024-03-01,AD-STAN-SMITH-WHT,Sneakers,205,5999,2600,5999.0,0,0,0,175,10
2024-04-01,AD-STAN-SMITH-WHT,Sneakers,235,5999,2600,5999.0,0,0,0,175,10
2024-05-01,AD-STAN-SMITH-WHT,Sneakers,227,5999,2600,5999.0,0,0,0,175,10
2024-06-01,AD-STAN-SMITH-WHT,Sneakers,261,5999,2600,5999.0,0,0,0,175,10
2024-07-01,AD-STAN-SMITH-WHT,Sneakers,232,5999,2600,5999.0,0,0,0,175,10
2024-08-01,AD-STAN-SMITH-WHT,Sneakers,233,5999,2600,5999.0,0,0,1,175,10
2024-09-01,AD-STAN-SMITH-WHT,Sneakers,224,5999,2600,5999.0,0,0,0,175,10
2024-10-01,AD-STAN-SMITH-WHT,Sneakers,307,5999,2600,5099.15,15,1,1,175,10
2024-11-01,AD-STAN-SMITH-WHT,Sneakers,293,5999,2600,5099.15,15,1,1,175,10
2024-12-01,AD-STAN-SMITH-WHT,Sneakers,229,5999,2600,5999.0,0,0,1,175,10
2025-01-01,AD-STAN-SMITH-WHT,Sneakers,248,5999,2600,5999.0,0,0,1,175,10
2025-02-01,AD-STAN-SMITH-WHT,Sneakers,206,5999,2600,5999.0,0,0,0,175,10
2025-03-01,AD-STAN-SMITH-WHT,Sneakers,219,5999,2600,5999.0,0,0,0,175,10
2025-04-01,AD-STAN-SMITH-WHT,Sneakers,218,5999,2600,5999.0,0,0,0,175,10
2025-05-01,AD-STAN-SMITH-WHT,Sneakers,255,5999,2600,5999.0,0,0,0,175,10
2025-06-01,AD-STAN-SMITH-WHT,Sneakers,292,5999,2600,5999.0,0,0,0,175,10
2025-07-01,AD-STAN-SMITH-WHT,Sneakers,273,5999,2600,5999.0,0,0,0,175,10
2025-08-01,AD-STAN-SMITH-WHT,Sneakers,225,5999,2600,5999.0,0,0,1,175,10
2025-09-01,AD-STAN-SMITH-WHT,Sneakers,224,5999,2600,5999.0,0,0,0,175,10
2025-10-01,AD-STAN-SMITH-WHT,Sneakers,309,5999,2600,5099.15,15,1,1,175,10
2025-11-01,AD-STAN-SMITH-WHT,Sneakers,330,5999,2600,5099.15,15,1,1,175,10
2025-12-01,AD-STAN-SMITH-WHT,Sneakers,240,5999,2600,5999.0,0,0,1,175,10
2026-01-01,AD-STAN-SMITH-WHT,Sneakers,250,5999,2600,5999.0,0,0,1,175,10
2026-02-01,AD-STAN-SMITH-WHT,Sneakers,234,5999,2600,5999.0,0,0,0,175,10
2026-03-01,AD-STAN-SMITH-WHT,Sneakers,239,5999,2600,5999.0,0,0,0,175,10
2026-04-01,AD-STAN-SMITH-WHT,Sneakers,213,5999,2600,5999.0,0,0,0,175,10
2026-05-01,AD-STAN-SMITH-WHT,Sneakers,271,5999,2600,5999.0,0,0,0,175,10
2023-01-01,PU-COURT-BLK,Sneakers,169,3999,1700,3999.0,0,0,1,140,14
2023-02-01,PU-COURT-BLK,Sneakers,143,3999,1700,3999.0,0,0,0,140,14
2023-03-01,PU-COURT-BLK,Sneakers,175,3999,1700,3999.0,0,0,0,140,14
2023-04-01,PU-COURT-BLK,Sneakers,203,3999,1700,3999.0,0,0,0,140,14
2023-05-01,PU-COURT-BLK,Sneakers,183,3999,1700,3999.0,0,0,0,140,14
2023-06-01,PU-COURT-BLK,Sneakers,212,3999,1700,3999.0,0,0,0,140,14
2023-07-01,PU-COURT-BLK,Sneakers,184,3999,1700,3999.0,0,0,0,140,14
2023-08-01,PU-COURT-BLK,Sneakers,200,3999,1700,3999.0,0,0,1,140,14
2023-09-01,PU-COURT-BLK,Sneakers,138,3999,1700,3999.0,0,0,0,140,14
2023-10-01,PU-COURT-BLK,Sneakers,250,3999,1700,3199.2,20,1,1,140,14
2023-11-01,PU-COURT-BLK,Sneakers,273,3999,1700,3199.2,20,1,1,140,14
2023-12-01,PU-COURT-BLK,Sneakers,177,3999,1700,3999.0,0,0,1,140,14
2024-01-01,PU-COURT-BLK,Sneakers,193,3999,1700,3999.0,0,0,1,140,14
2024-02-01,PU-COURT-BLK,Sneakers,173,3999,1700,3999.0,0,0,0,140,14
2024-03-01,PU-COURT-BLK,Sneakers,152,3999,1700,3999.0,0,0,0,140,14
2024-04-01,PU-COURT-BLK,Sneakers,209,3999,1700,3999.0,0,0,0,140,14
2024-05-01,PU-COURT-BLK,Sneakers,169,3999,1700,3999.0,0,0,0,140,14
2024-06-01,PU-COURT-BLK,Sneakers,199,3999,1700,3999.0,0,0,0,140,14
2024-07-01,PU-COURT-BLK,Sneakers,165,3999,1700,3999.0,0,0,0,140,14
2024-08-01,PU-COURT-BLK,Sneakers,183,3999,1700,3999.0,0,0,1,140,14
2024-09-01,PU-COURT-BLK,Sneakers,191,3999,1700,3999.0,0,0,0,140,14
2024-10-01,PU-COURT-BLK,Sneakers,249,3999,1700,3199.2,20,1,1,140,14
2024-11-01,PU-COURT-BLK,Sneakers,263,3999,1700,3199.2,20,1,1,140,14
2024-12-01,PU-COURT-BLK,Sneakers,200,3999,1700,3999.0,0,0,1,140,14
2025-01-01,PU-COURT-BLK,Sneakers,218,3999,1700,3999.0,0,0,1,140,14
2025-02-01,PU-COURT-BLK,Sneakers,156,3999,1700,3999.0,0,0,0,140,14
2025-03-01,PU-COURT-BLK,Sneakers,191,3999,1700,3999.0,0,0,0,140,14
2025-04-01,PU-COURT-BLK,Sneakers,222,3999,1700,3999.0,0,0,0,140,14
2025-05-01,PU-COURT-BLK,Sneakers,210,3999,1700,3999.0,0,0,0,140,14
2025-06-01,PU-COURT-BLK,Sneakers,230,3999,1700,3999.0,0,0,0,140,14
2025-07-01,PU-COURT-BLK,Sneakers,183,3999,1700,3999.0,0,0,0,140,14
2025-08-01,PU-COURT-BLK,Sneakers,203,3999,1700,3999.0,0,0,1,140,14
2025-09-01,PU-COURT-BLK,Sneakers,183,3999,1700,3999.0,0,0,0,140,14
2025-10-01,PU-COURT-BLK,Sneakers,275,3999,1700,3199.2,20,1,1,140,14
2025-11-01,PU-COURT-BLK,Sneakers,282,3999,1700,3199.2,20,1,1,140,14
2025-12-01,PU-COURT-BLK,Sneakers,219,3999,1700,3999.0,0,0,1,140,14
2026-01-01,PU-COURT-BLK,Sneakers,232,3999,1700,3999.0,0,0,1,140,14
2026-02-01,PU-COURT-BLK,Sneakers,171,3999,1700,3999.0,0,0,0,140,14
