Date,SKU,Category,Sales,Unit_Price,Cost_Price,Selling_Price,Discount_Pct,Is_Promotion,Is_Holiday,Current_Stock,Lead_Time_Days
2025-09-01,RLX-SUBMARINER-BLK,Luxury Dive,71,850000,480000,850000.0,0,0,0,18,60
2025-10-01,RLX-SUBMARINER-BLK,Luxury Dive,66,850000,480000,850000.0,0,0,0,18,60
2025-11-01,RLX-SUBMARINER-BLK,Luxury Dive,181,850000,480000,850000.0,0,0,1,18,60
2025-12-01,RLX-SUBMARINER-BLK,Luxury Dive,172,850000,480000,850000.0,0,0,1,18,60
2026-01-01,RLX-SUBMARINER-BLK,Luxury Dive,130,850000,480000,850000.0,0,0,0,18,60
2026-02-01,RLX-SUBMARINER-BLK,Luxury Dive,115,850000,480000,850000.0,0,0,1,18,60
2026-03-01,RLX-SUBMARINER-BLK,Luxury Dive,69,850000,480000,850000.0,0,0,0,18,60
2026-04-01,RLX-SUBMARINER-BLK,Luxury Dive,77,850000,480000,850000.0,0,0,0,18,60
2026-05-01,RLX-SUBMARINER-BLK,Luxury Dive,81,850000,480000,850000.0,0,0,0,18,60
2023-01-01,RLX-DATEJUST-SLV,Luxury Dress,39,720000,410000,720000.0,0,0,0,12,60
2023-02-01,RLX-DATEJUST-SLV,Luxury Dress,143,720000,410000,720000.0,0,0,1,12,60
2023-03-01,RLX-DATEJUST-SLV,Luxury Dress,38,720000,410000,720000.0,0,0,0,12,60
2023-04-01,RLX-DATEJUST-SLV,Luxury Dress,33,720000,410000,720000.0,0,0,0,12,60
2023-05-01,RLX-DATEJUST-SLV,Luxury Dress,38,720000,410000,720000.0,0,0,0,12,60
2023-06-01,RLX-DATEJUST-SLV,Luxury Dress,40,720000,410000,720000.0,0,0,0,12,60
2023-07-01,RLX-DATEJUST-SLV,Luxury Dress,48,720000,410000,720000.0,0,0,0,12,60
2023-08-01,RLX-DATEJUST-SLV,Luxury Dress,95,720000,410000,720000.0,0,0,1,12,60
2023-09-01,RLX-DATEJUST-SLV,Luxury Dress,36,720000,410000,720000.0,0,0,0,12,60
2023-10-01,RLX-DATEJUST-SLV,Luxury Dress,47,720000,410000,720000.0,0,0,0,12,60
2023-11-01,RLX-DATEJUST-SLV,Luxury Dress,149,720000,410000,720000.0,0,0,1,12,60
2023-12-01,RLX-DATEJUST-SLV,Luxury Dress,148,720000,410000,720000.0,0,0,1,12,60
2024-01-01,RLX-DATEJUST-SLV,Luxury Dress,51,720000,410000,720000.0,0,0,0,12,60
2024-02-01,RLX-DATEJUST-SLV,Luxury Dress,159,720000,410000,720000.0,0,0,1,12,60
2024-03-01,RLX-DATEJUST-SLV,Luxury Dress,54,720000,410000,720000.0,0,0,0,12,60
2024-04-01,RLX-DATEJUST-SLV,Luxury Dress,46,720000,410000,720000.0,0,0,0,12,60
2024-05-01,RLX-DATEJUST-SLV,Luxury Dress,49,720000,410000,720000.0,0,0,0,12,60
2024-06-01,RLX-DATEJUST-SLV,Luxury Dress,53,720000,410000,720000.0,0,0,0,12,60
2024-07-01,RLX-DATEJUST-SLV,Luxury Dress,57,720000,410000,720000.0,0,0,0,12,60
2024-08-01,RLX-DATEJUST-SLV,Luxury Dress,101,720000,410000,720000.0,0,0,1,12,60
2024-09-01,RLX-DATEJUST-SLV,Luxury Dress,53,720000,410000,720000.0,0,0,0,12,60
2024-10-01,RLX-DATEJUST-SLV,Luxury Dress,49,720000,410000,720000.0,0,0,0,12,60
2024-11-01,RLX-DATEJUST-SLV,Luxury Dress,155,720000,410000,720000.0,0,0,1,12,60
2024-12-01,RLX-DATEJUST-SLV,Luxury Dress,165,720000,410000,720000.0,0,0,1,12,60
2025-01-01,RLX-DATEJUST-SLV,Luxury Dress,64,720000,410000,720000.0,0,0,0,12,60
2025-02-01,RLX-DATEJUST-SLV,Luxury Dress,163,720000,410000,720000.0,0,0,1,12,60
2025-03-01,RLX-DATEJUST-SLV,Luxury Dress,64,720000,410000,720000.0,0,0,0,12,60
2025-04-01,RLX-DATEJUST-SLV,Luxury Dress,61,720000,410000,720000.0,0,0,0,12,60
2025-05-01,RLX-DATEJUST-SLV,Luxury Dress,57,720000,410000,720000.0,0,0,0,12,60
2025-06-01,RLX-DATEJUST-SLV,Luxury Dress,63,720000,410000,720000.0,0,0,0,12,60
2025-07-01,RLX-DATEJUST-SLV,Luxury Dress,70,720000,410000,720000.0,0,0,0,12,60
2025-08-01,RLX-DATEJUST-SLV,Luxury Dress,113,720000,410000,720000.0,0,0,1,12,60
2025-09-01,RLX-DATEJUST-SLV,Luxury Dress,71,720000,410000,720000.0,0,0,0,12,60
2025-10-01,RLX-DATEJUST-SLV,Luxury Dress,51,720000,410000,720000.0,0,0,0,12,60
2025-11-01,RLX-DATEJUST-SLV,Luxury Dress,174,720000,410000,720000.0,0,0,1,12,60
2025-12-01,RLX-DATEJUST-SLV,Luxury Dress,171,720000,410000,720000.0,0,0,1,12,60
2026-01-01,RLX-DATEJUST-SLV,Luxury Dress,65,720000,410000,720000.0,0,0,0,12,60
2026-02-01,RLX-DATEJUST-SLV,Luxury Dress,173,720000,410000,720000.0,0,0,1,12,60
2026-03-01,RLX-DATEJUST-SLV,Luxury Dress,58,720000,410000,720000.0,0,0,0,12,60
2026-04-01,RLX-DATEJUST-SLV,Luxury Dress,68,720000,410000,720000.0,0,0,0,12,60
2026-05-01,RLX-DATEJUST-SLV,Luxury Dress,72,720000,410000,720000.0,0,0,0,12,60
2023-01-01,OMG-SPEEDMASTER-BLK,Luxury Sport,117,520000,290000,520000.0,0,0,0,30,45
2023-02-01,OMG-SPEEDMASTER-BLK,Luxury Sport,103,520000,290000,520000.0,0,0,1,30,45
2023-03-01,OMG-SPEEDMASTER-BLK,Luxury Sport,53,520000,290000,520000.0,0,0,0,30,45
2023-04-01,OMG-SPEEDMASTER-BLK,Luxury Sport,55,520000,290000,520000.0,0,0,0,30,45
2023-05-01,OMG-SPEEDMASTER-BLK,Luxury Sport,63,520000,290000,520000.0,0,0,0,30,45
2023-06-01,OMG-SPEEDMASTER-BLK,Luxury Sport,61,520000,290000,520000.0,0,0,0,30,45
2023-07-01,OMG-SPEEDMASTER-BLK,Luxury Sport,57,520000,290000,520000.0,0,0,0,30,45
2023-08-01,OMG-SPEEDMASTER-BLK,Luxury Sport,113,520000,290000,520000.0,0,0,1,30,45
2023-09-01,OMG-SPEEDMASTER-BLK,Luxury Sport,62,520000,290000,520000.0,0,0,0,30,45
2023-10-01,OMG-SPEEDMASTER-BLK,Luxury Sport,67,520000,290000,520000.0,0,0,0,30,45
2023-11-01,OMG-SPEEDMASTER-BLK,Luxury Sport,164,520000,290000,520000.0,0,0,1,30,45
2023-12-01,OMG-SPEEDMASTER-BLK,Luxury Sport,167,520000,290000,520000.0,0,0,1,30,45
2024-01-01,OMG-SPEEDMASTER-BLK,Luxury Sport,118,520000,290000,520000.0,0,0,0,30,45
2024-02-01,OMG-SPEEDMASTER-BLK,Luxury Sport,108,520000,290000,520000.0,0,0,1,30,45
2024-03-01,OMG-SPEEDMASTER-BLK,Luxury Sport,68,520000,290000,520000.0,0,0,0,30,45
2024-04-01,OMG-SPEEDMASTER-BLK,Luxury Sport,68,520000,290000,520000.0,0,0,0,30,45
2024-05-01,OMG-SPEEDMASTER-BLK,Luxury Sport,68,520000,290000,520000.0,0,0,0,30,45
2024-06-01,OMG-SPEEDMASTER-BLK,Luxury Sport,67,520000,290000,520000.0,0,0,0,30,45
2024-07-01,OMG-SPEEDMASTER-BLK,Luxury Sport,62,520000,290000,520000.0,0,0,0,30,45
2024-08-01,OMG-SPEEDMASTER-BLK,Luxury Sport,118,520000,290000,520000.0,0,0,1,30,45
2024-09-01,OMG-SPEEDMASTER-BLK,Luxury Sport,69,520000,290000,520000.0,0,0,0,30,45
2024-10-01,OMG-SPEEDMASTER-BLK,Luxury Sport,68,520000,290000,520000.0,0,0,0,30,45
2024-11-01,OMG-SPEEDMASTER-BLK,Luxury Sport,177,520000,290000,520000.0,0,0,1,30,45
2024-12-01,OMG-SPEEDMASTER-BLK,Luxury Sport,180,520000,290000,520000.0,0,0,1,30,45
2025-01-01,OMG-SPEEDMASTER-BLK,Luxury Sport,139,520000,290000,520000.0,0,0,0,30,45
2025-02-01,OMG-SPEEDMASTER-BLK,Luxury Sport,126,520000,290000,520000.0,0,0,1,30,45
2025-03-01,OMG-SPEEDMASTER-BLK,Luxury Sport,77,520000,290000,520000.0,0,0,0,30,45
2025-04-01,OMG-SPEEDMASTER-BLK,Luxury Sport,76,520000,290000,520000.0,0,0,0,30,45
2025-05-01,OMG-SPEEDMASTER-BLK,Luxury Sport,68,520000,290000,520000.0,0,0,0,30,45
2025-06-01,OMG-SPEEDMASTER-BLK,Luxury Sport,78,520000,290000,520000.0,0,0,0,30,45
2025-07-01,OMG-SPEEDMASTER-BLK,Luxury Sport,79,520000,290000,520000.0,0,0,0,30,45
2025-08-01,OMG-SPEEDMASTER-BLK,Luxury Sport,142,520000,290000,520000.0,0,0,1,30,45
2025-09-01,OMG-SPEEDMASTER-BLK,Luxury Sport,80,520000,290000,520000.0,0,0,0,30,45
2025-10-01,OMG-SPEEDMASTER-BLK,Luxury Sport,83,520000,290000,520000.0,0,0,0,30,45
2025-11-01,OMG-SPEEDMASTER-BLK,Luxury Sport,187,520000,290000,520000.0,0,0,1,30,45
2025-12-01,OMG-SPEEDMASTER-BLK,Luxury Sport,182,520000,290000,520000.0,0,0,1,30,45
2026-01-01,OMG-SPEEDMASTER-BLK,Luxury Sport,145,520000,290000,520000.0,0,0,0,30,45
2026-02-01,OMG-SPEEDMASTER-BLK,Luxury Sport,138,520000,290000,520000.0,0,0,1,30,45
2026-03-01,OMG-SPEEDMASTER-BLK,Luxury Sport,89,520000,290000,520000.0,0,0,0,30,45
2026-04-01,OMG-SPEEDMASTER-BLK,Luxury Sport,82,520000,290000,520000.0,0,0,0,30,45
2026-05-01,OMG-SPEEDMASTER-BLK,Luxury Sport,94,520000,290000,520000.0,0,0,0,30,45
2023-01-01,TAG-CARRERA-WHT,Luxury Sport,63,380000,200000,380000.0,0,0,0,25,30
2023-02-01,TAG-CARRERA-WHT,Luxury Sport,124,380000,200000,380000.0,0,0,1,25,30
2023-03-01,TAG-CARRERA-WHT,Luxury Sport,83,380000,200000,380000.0,0,0,0,25,30
2023-04-01,TAG-CARRERA-WHT,Luxury Sport,67,380000,200000,380000.0,0,0,0,25,30
2023-05-01,TAG-CARRERA-WHT,Luxury Sport,70,380000,200000,380000.0,0,0,0,25,30
2023-06-01,TAG-CARRERA-WHT,Luxury Sport,129,380000,200000,380000.0,0,0,0,25,30
2023-07-01,TAG-CARRERA-WHT,Luxury Sport,137,380000,200000,342000.0,10,1,0,25,30
2023-08-01,TAG-CARRERA-WHT,Luxury Sport,118,380000,200000,380000.0,0,0,1,25,30
2023-09-01,TAG-CARRERA-WHT,Luxury Sport,77,380000,200000,380000.0,0,0,0,25,30
2023-10-01,TAG-CARRERA-WHT,Luxury Sport,72,380000,200000,380000.0,0,0,0,25,30
2023-11-01,TAG-CARRERA-WHT,Luxury Sport,185,380000,200000,380000.0,0,0,1,25,30
2023-12-01,TAG-CARRERA-WHT,Luxury Sport,124,380000,200000,380000.0,0,0,1,25,30
2024-01-01,TAG-CARRERA-WHT,Luxury Sport,87,380000,200000,380000.0,0,0,0,25,30
2024-02-01,TAG-CARRERA-WHT,Luxury Sport,126,380000,200000,380000.0,0,0,1,25,30
2024-03-01,TAG-CARRERA-WHT,Luxury Sport,80,380000,200000,380000.0,0,0,0,25,30
2024-04-01,TAG-CARRERA-WHT,Luxury Sport,86,380000,200000,380000.0,0,0,0,25,30
2024-05-01,TAG-CARRERA-WHT,Luxury Sport,77,380000,200000,380000.0,0,0,0,25,30
2024-06-01,TAG-CARRERA-WHT,Luxury Sport,140,380000,200000,380000.0,0,0,0,25,30
2024-07-01,TAG-CARRERA-WHT,Luxury Sport,156,380000,200000,342000.0,10,1,0,25,30
2024-08-01,TAG-CARRERA-WHT,Luxury Sport,127,380000,200000,380000.0,0,0,1,25,30
2024-09-01,TAG-CARRERA-WHT,Luxury Sport,87,380000,200000,380000.0,0,0,0,25,30
2024-10-01,TAG-CARRERA-WHT,Luxury Sport,88,380000,200000,380000.0,0,0,0,25,30
2024-11-01,TAG-CARRERA-WHT,Luxury Sport,197,380000,200000,380000.0,0,0,1,25,30
2024-12-01,TAG-CARRERA-WHT,Luxury Sport,132,380000,200000,380000.0,0,0,1,25,30
2025-01-01,TAG-CARRERA-WHT,Luxury Sport,83,380000,200000,380000.0,0,0,0,25,30
2025-02-01,TAG-CARRERA-WHT,Luxury Sport,143,380000,200000,380000.0,0,0,1,25,30
2025-03-01,TAG-CARRERA-WHT,Luxury Sport,92,380000,200000,380000.0,0,0,0,25,30
2025-04-01,TAG-CARRERA-WHT,Luxury Sport,93,380000,200000,380000.0,0,0,0,25,30
2025-05-01,TAG-CARRERA-WHT,Luxury Sport,94,380000,200000,380000.0,0,0,0,25,30
2025-06-01,TAG-CARRERA-WHT,Luxury Sport,145,380000,200000,380000.0,0,0,0,25,30
2025-07-01,TAG-CARRERA-WHT,Luxury Sport,160,380000,200000,342000.0,10,1,0,25,30
2025-08-01,TAG-CARRERA-WHT,Luxury Sport,146,380000,200000,380000.0,0,0,1,25,30
2025-09-01,TAG-CARRERA-WHT,Luxury Sport,92,380000,200000,380000.0,0,0,0,25,30
2025-10-01,TAG-CARRERA-WHT,Luxury Sport,106,380000,200000,380000.0,0,0,0,25,30
2025-11-01,TAG-CARRERA-WHT,Luxury Sport,205,380000,200000,380000.0,0,0,1,25,30
2025-12-01,TAG-CARRERA-WHT,Luxury Sport,142,380000,200000,380000.0,0,0,1,25,30
2026-01-01,TAG-CARRERA-WHT,Luxury Sport,102,380000,200000,380000.0,0,0,0,25,30
2026-02-01,TAG-CARRERA-WHT,Luxury Sport,145,380000,200000,380000.0,0,0,1,25,30
2026-03-01,TAG-CARRERA-WHT,Luxury Sport,104,380000,200000,380000.0,0,0,0,25,30
2026-04-01,TAG-CARRERA-WHT,Luxury Sport,107,380000,200000,380000.0,0,0,0,25,30
2026-05-01,TAG-CARRERA-WHT,Luxury Sport,98,380000,200000,380000.0,0,0,0,25,30
2023-01-01,SSY-PRESAGE-BLU,Mid Dress,123,22000,11000,22000.0,0,0,0,95,21
2023-02-01,SSY-PRESAGE-BLU,Mid Dress,250,22000,11000,17600.0,20,1,1,95,21
2023-03-01,SSY-PRESAGE-BLU,Mid Dress,123,22000,11000,22000.0,0,0,0,95,21
2023-04-01,SSY-PRESAGE-BLU,Mid Dress,139,22000,11000,22000.0,0,0,0,95,21
2023-05-01,SSY-PRESAGE-BLU,Mid Dress,110,22000,11000,22000.0,0,0,0,95,21
2023-06-01,SSY-PRESAGE-BLU,Mid Dress,103,22000,11000,22000.0,0,0,0,95,21
2023-07-01,SSY-PRESAGE-BLU,Mid Dress,102,22000,11000,22000.0,0,0,0,95,21
2023-08-01,SSY-PRESAGE-BLU,Mid Dress,139,22000,11000,22000.0,0,0,1,95,21
2023-09-01,SSY-PRESAGE-BLU,Mid Dress,115,22000,11000,22000.0,0,0,0,95,21
2023-10-01,SSY-PRESAGE-BLU,Mid Dress,122,22000,11000,22000.0,0,0,0,95,21
2023-11-01,SSY-PRESAGE-BLU,Mid Dress,230,22000,11000,17600.0,20,1,1,95,21
2023-12-01,SSY-PRESAGE-BLU,Mid Dress,205,22000,11000,22000.0,0,0,1,95,21
2024-01-01,SSY-PRESAGE-BLU,Mid Dress,120,22000,11000,22000.0,0,0,0,95,21
2024-02-01,SSY-PRESAGE-BLU,Mid Dress,274,22000,11000,17600.0,20,1,1,95,21
2024-03-01,SSY-PRESAGE-BLU,Mid Dress,117,22000,11000,22000.0,0,0,0,95,21
2024-04-01,SSY-PRESAGE-BLU,Mid Dress,160,22000,11000,22000.0,0,0,0,95,21
2024-05-01,SSY-PRESAGE-BLU,Mid Dress,132,22000,11000,22000.0,0,0,0,95,21
2024-06-01,SSY-PRESAGE-BLU,Mid Dress,112,22000,11000,22000.0,0,0,0,95,21
2024-07-01,SSY-PRESAGE-BLU,Mid Dress,109,22000,11000,22000.0,0,0,0,95,21
2024-08-01,SSY-PRESAGE-BLU,Mid Dress,167,22000,11000,22000.0,0,0,1,95,21
2024-09-01,SSY-PRESAGE-BLU,Mid Dress,123,22000,11000,22000.0,0,0,0,95,21
2024-10-01,SSY-PRESAGE-BLU,Mid Dress,137,22000,11000,22000.0,0,0,0,95,21
2024-11-01,SSY-PRESAGE-BLU,Mid Dress,242,22000,11000,17600.0,20,1,1,95,21
2024-12-01,SSY-PRESAGE-BLU,Mid Dress,202,22000,11000,22000.0,0,0,1,95,21
2025-01-01,SSY-PRESAGE-BLU,Mid Dress,117,22000,11000,22000.0,0,0,0,95,21
2025-02-01,SSY-PRESAGE-BLU,Mid Dress,242,22000,11000,17600.0,20,1,1,95,21
2025-03-01,SSY-PRESAGE-BLU,Mid Dress,125,22000,11000,22000.0,0,0,0,95,21
2025-04-01,SSY-PRESAGE-BLU,Mid Dress,144,22000,11000,22000.0,0,0,0,95,21
2025-05-01,SSY-PRESAGE-BLU,Mid Dress,135,22000,11000,22000.0,0,0,0,95,21
2025-06-01,SSY-PRESAGE-BLU,Mid Dress,116,22000,11000,22000.0,0,0,0,95,21
2025-07-01,SSY-PRESAGE-BLU,Mid Dress,136,22000,11000,22000.0,0,0,0,95,21
2025-08-01,SSY-PRESAGE-BLU,Mid Dress,175,22000,11000,22000.0,0,0,1,95,21
2025-09-01,SSY-PRESAGE-BLU,Mid Dress,123,22000,11000,22000.0,0,0,0,95,21
2025-10-01,SSY-PRESAGE-BLU,Mid Dress,139,22000,11000,22000.0,0,0,0,95,21
2025-11-01,SSY-PRESAGE-BLU,Mid Dress,246,22000,11000,17600.0,20,1,1,95,21
2025-12-01,SSY-PRESAGE-BLU,Mid Dress,197,22000,11000,22000.0,0,0,1,95,21
2026-01-01,SSY-PRESAGE-BLU,Mid Dress,144,22000,11000,22000.0,0,0,0,95,21
2026-02-01,SSY-PRESAGE-BLU,Mid Dress,280,22000,11000,17600.0,20,1,1,95,21
2026-03-01,SSY-PRESAGE-BLU,Mid Dress,156,22000,11000,22000.0,0,0,0,95,21
2026-04-01,SSY-PRESAGE-BLU,Mid Dress,156,22000,11000,22000.0,0,0,0,95,21
2026-05-01,SSY-PRESAGE-BLU,Mid Dress,123,22000,11000,22000.0,0,0,0,95,21
2023-01-01,CTS-EDIFICE-BLK,Mid Sport,112,18500,9200,18500.0,0,0,0,140,21
2023-02-01,CTS-EDIFICE-BLK,Mid Sport,193,18500,9200,18500.0,0,0,1,140,21
2023-03-01,CTS-EDIFICE-BLK,Mid Sport,134,18500,9200,18500.0,0,0,0,140,21
2023-04-01,CTS-EDIFICE-BLK,Mid Sport,135,18500,9200,18500.0,0,0,0,140,21
2023-05-01,CTS-EDIFICE-BLK,Mid Sport,182,18500,9200,18500.0,0,0,0,140,21
2023-06-01,CTS-EDIFICE-BLK,Mid Sport,205,18500,9200,15725.0,15,1,0,140,21
2023-07-01,CTS-EDIFICE-BLK,Mid Sport,186,18500,9200,18500.0,0,0,0,140,21
2023-08-01,CTS-EDIFICE-BLK,Mid Sport,219,18500,9200,18500.0,0,0,1,140,21
2023-09-01,CTS-EDIFICE-BLK,Mid Sport,141,18500,9200,18500.0,0,0,0,140,21
2023-10-01,CTS-EDIFICE-BLK,Mid Sport,128,18500,9200,18500.0,0,0,0,140,21
2023-11-01,CTS-EDIFICE-BLK,Mid Sport,179,18500,9200,18500.0,0,0,1,140,21
2023-12-01,CTS-EDIFICE-BLK,Mid Sport,186,18500,9200,15725.0,15,1,1,140,21
2024-01-01,CTS-EDIFICE-BLK,Mid Sport,131,18500,9200,18500.0,0,0,0,140,21
2024-02-01,CTS-EDIFICE-BLK,Mid Sport,189,18500,9200,18500.0,0,0,1,140,21
2024-03-01,CTS-EDIFICE-BLK,Mid Sport,137,18500,9200,18500.0,0,0,0,140,21
2024-04-01,CTS-EDIFICE-BLK,Mid Sport,169,18500,9200,18500.0,0,0,0,140,21
2024-05-01,CTS-EDIFICE-BLK,Mid Sport,112,18500,9200,18500.0,0,0,0,140,21
2024-06-01,CTS-EDIFICE-BLK,Mid Sport,216,18500,9200,15725.0,15,1,0,140,21
2024-07-01,CTS-EDIFICE-BLK,Mid Sport,157,18500,9200,18500.0,0,0,0,140,21
2024-08-01,CTS-EDIFICE-BLK,Mid Sport,209,18500,9200,18500.0,0,0,1,140,21
2024-09-01,CTS-EDIFICE-BLK,Mid Sport,156,18500,9200,18500.0,0,0,0,140,21
2024-10-01,CTS-EDIFICE-BLK,Mid Sport,143,18500,9200,18500.0,0,0,0,140,21
2024-11-01,CTS-EDIFICE-BLK,Mid Sport,163,18500,9200,18500.0,0,0,1,140,21
2024-12-01,CTS-EDIFICE-BLK,Mid Sport,196,18500,9200,15725.0,15,1,1,140,21
2025-01-01,CTS-EDIFICE-BLK,Mid Sport,154,18500,9200,18500.0,0,0,0,140,21
2025-02-01,CTS-EDIFICE-BLK,Mid Sport,195,18500,9200,18500.0,0,0,1,140,21
2025-03-01,CTS-EDIFICE-BLK,Mid Sport,149,18500,9200,18500.0,0,0,0,140,21
2025-04-01,CTS-EDIFICE-BLK,Mid Sport,147,18500,9200,18500.0,0,0,0,140,21
2025-05-01,CTS-EDIFICE-BLK,Mid Sport,138,18500,9200,18500.0,0,0,0,140,21
2025-06-01,CTS-EDIFICE-BLK,Mid Sport,246,18500,9200,15725.0,15,1,0,140,21
2025-07-01,CTS-EDIFICE-BLK,Mid Sport,198,18500,9200,18500.0,0,0,0,140,21
2025-08-01,CTS-EDIFICE-BLK,Mid Sport,196,18500,9200,18500.0,0,0,1,140,21
2025-09-01,CTS-EDIFICE-BLK,Mid Sport,153,18500,9200,18500.0,0,0,0,140,21
2025-10-01,CTS-EDIFICE-BLK,Mid Sport,142,18500,9200,18500.0,0,0,0,140,21
2025-11-01,CTS-EDIFICE-BLK,Mid Sport,199,18500,9200,18500.0,0,0,1,140,21
2025-12-01,CTS-EDIFICE-BLK,Mid Sport,205,18500,9200,15725.0,15,1,1,140,21
2026-01-01,CTS-EDIFICE-BLK,Mid Sport,152,18500,9200,18500.0,0,0,0,140,21
2026-02-01,CTS-EDIFICE-BLK,Mid Sport,222,18500,9200,18500.0,0,0,1,140,21
2026-03-01,CTS-EDIFICE-BLK,Mid Sport,168,18500,9200,18500.0,0,0,0,140,21
2026-04-01,CTS-EDIFICE-BLK,Mid Sport,139,18500,9200,18500.0,0,0,0,140,21
2026-05-01,CTS-EDIFICE-BLK,Mid Sport,152,18500,9200,18500.0,0,0,0,140,21
2023-01-01,MKR-ACCESS-ROSE,Mid Fashion,133,15000,7000,15000.0,0,0,0,60,14
2023-02-01,MKR-ACCESS-ROSE,Mid Fashion,299,15000,7000,11250.0,25,1,1,60,14
2023-03-01,MKR-ACCESS-ROSE,Mid Fashion,166,15000,7000,15000.0,0,0,0,60,14
2023-04-01,MKR-ACCESS-ROSE,Mid Fashion,148,15000,7000,15000.0,0,0,0,60,14
2023-05-01,MKR-ACCESS-ROSE,Mid Fashion,126,15000,7000,15000.0,0,0,0,60,14
2023-06-01,MKR-ACCESS-ROSE,Mid Fashion,157,15000,7000,15000.0,0,0,0,60,14
2023-07-01,MKR-ACCESS-ROSE,Mid Fashion,175,15000,7000,15000.0,0,0,0,60,14
2023-08-01,MKR-ACCESS-ROSE,Mid Fashion,195,15000,7000,15000.0,0,0,1,60,14
2023-09-01,MKR-ACCESS-ROSE,Mid Fashion,125,15000,7000,15000.0,0,0,0,60,14
2023-10-01,MKR-ACCESS-ROSE,Mid Fashion,140,15000,7000,15000.0,0,0,0,60,14
2023-11-01,MKR-ACCESS-ROSE,Mid Fashion,293,15000,7000,11250.0,25,1,1,60,14
2023-12-01,MKR-ACCESS-ROSE,Mid Fashion,214,15000,7000,15000.0,0,0,1,60,14
2024-01-01,MKR-ACCESS-ROSE,Mid Fashion,156,15000,7000,15000.0,0,0,0,60,14
2024-02-01,MKR-ACCESS-ROSE,Mid Fashion,328,15000,7000,11250.0,25,1,1,60,14
